ticket_id,customerID,ticket_open_date,ticket_close_date,issue_type,priority,status
TKT-0020961,GEN-06845,2026-06-02,2026-06-16,Billing Inquiry,High,Closed
TKT-0020962,GEN-10041,2025-09-14,,Billing Inquiry,Medium,Open
TKT-0020963,GEN-02155,2025-10-03,2025-10-09,Billing Inquiry,Medium,Closed
TKT-0020964,GEN-02050,2025-08-07,2025-08-16,Technical Support,Medium,Closed
TKT-0020965,GEN-04827,2025-07-14,2025-07-19,Technical Support,Medium,Closed
TKT-0020966,GEN-04955,2026-06-08,,Service Interruption,Medium,Pending Customer
TKT-0020967,1582-RAFML,2026-06-05,2026-06-05,Service Interruption,Medium,Closed
TKT-0020968,GEN-08253,2026-05-17,,Technical Support,High,Open
TKT-0020969,GEN-12814,2025-11-22,2025-12-03,Cancellation Request,Low,Closed
TKT-0020970,GEN-07131,2025-11-11,2025-11-15,Technical Support,Low,Closed
TKT-0020971,6614-YWYSC,2026-04-08,2026-04-13,Service Interruption,Medium,Closed
TKT-0020972,GEN-10963,2025-07-29,2025-07-30,New Service Request,Medium,Closed
TKT-0020973,GEN-06112,2025-08-22,,Service Interruption,High,Pending Customer
TKT-0020974,GEN-03153,2025-11-07,2025-11-20,New Service Request,Medium,Closed
TKT-0020975,8183-ONMXC,2025-11-22,2025-12-02,Technical Support,High,Closed
TKT-0020976,GEN-07479,2025-07-29,2025-08-09,Technical Support,Low,Closed
TKT-0020977,GEN-03192,2025-11-20,2025-11-22,Service Interruption,Low,Closed
TKT-0020978,8769-KKTPH,2026-06-25,2026-07-09,Billing Inquiry,Medium,Closed
TKT-0020979,0256-LTHVJ,2026-03-29,,Technical Support,Low,Pending Customer
TKT-0020980,GEN-00389,,,,Medium,Closed
TKT-0020981,4821-WQOYN,2025-11-30,,Billing Inquiry,Low,Open
TKT-0020982,GEN-02610,2026-05-04,2026-05-09,Billing Inquiry,Medium,Closed
TKT-0020983,GEN-11359,2026-03-20,2026-04-01,Technical Support,Low,Closed
TKT-0020984,GEN-11440,2025-11-12,2025-11-16,Billing Inquiry,Medium,Closed
TKT-0020985,3685-YLCMQ,2026-04-28,2026-04-28,Technical Support,Low,Closed
TKT-0020986,GEN-09431,2025-09-30,2025-10-04,Billing Inquiry,Low,Closed
TKT-0020987,GEN-10017,2025-11-03,2025-11-03,Service Interruption,High,Closed
TKT-0020988,GEN-04763,2026-06-09,2026-06-20,Billing Inquiry,Medium,Closed
TKT-0020989,9722-UJOJR,2026-04-28,,Service Interruption,Low,Pending Customer
TKT-0020990,GEN-07043,2026-04-29,2026-05-03,Technical Support,High,Closed
TKT-0020991,9518-IMLHK,2026-02-21,,Cancellation Request,High,Open
TKT-0020992,GEN-11064,2026-02-09,,Billing Inquiry,Low,Open
TKT-0020993,1980-KXVPM,2025-11-07,2025-11-16,Billing Inquiry,High,Closed
TKT-0020994,2889-FPWRM,2025-11-15,2025-11-28,New Service Request,High,Closed
TKT-0020995,5003-OKNNK,2025-07-06,,Cancellation Request,High,Pending Customer
TKT-0020996,GEN-02696,2025-08-18,2025-08-31,Billing Inquiry,Medium,Closed
TKT-0020997,3946-JEWRQ,2026-01-06,,Service Interruption,Medium,Open
TKT-0020998,GEN-10776,2025-08-01,2025-08-06,Service Interruption,Medium,Closed
TKT-0020999,GEN-09487,2025-12-30,2026-01-09,Technical Support,Low,Closed
TKT-0021000,GEN-03051,2026-05-22,2026-05-28,Technical Support,Low,Closed
TKT-0021001,4695-WJZUE,2026-06-25,,Cancellation Request,Medium,Open
TKT-0021002,3565-UNOCC,2025-07-17,2025-07-25,Billing Inquiry,Low,Closed
TKT-0021003,GEN-01153,2025-09-05,,Billing Inquiry,High,Open
TKT-0021004,GEN-11572,2026-04-10,2026-04-23,Cancellation Request,High,Closed
TKT-0021005,GEN-01525,2026-06-26,2026-07-04,Cancellation Request,Medium,Closed
TKT-0021006,GEN-09042,2025-10-05,2025-10-12,Service Interruption,Medium,Closed
TKT-0021007,GEN-03331,2026-04-23,2026-04-23,Technical Support,Low,Closed
TKT-0021008,GEN-07974,2025-12-18,2025-12-20,New Service Request,Low,Closed
TKT-0021009,GEN-11549,2026-02-12,2026-02-15,Cancellation Request,Medium,Closed
TKT-0021010,GEN-00843,2025-07-23,2025-07-30,Service Interruption,Medium,Closed
TKT-0021011,GEN-01062,2026-03-05,2026-03-06,Billing Inquiry,Low,Closed
TKT-0021012,7674-YTAFD,2026-04-17,2026-04-28,Cancellation Request,Low,Closed
TKT-0021013,GEN-11186,2025-09-13,,Technical Support,Low,Pending Customer
TKT-0021014,GEN-00030,2025-10-15,,Billing Inquiry,Low,Open
TKT-0021015,GEN-02684,2025-08-19,2025-08-27,New Service Request,Medium,Closed
TKT-0021016,GEN-07469,2025-08-17,2025-08-25,Billing Inquiry,Low,Closed
TKT-0021017,GEN-09790,2025-09-29,2025-10-07,Technical Support,Low,Closed
TKT-0021018,Gen-01473,2025-08-26,2025-09-01,Cancellation Request,Low,Closed
TKT-0021019,GEN-02633,2025-07-06,,Billing Inquiry,Low,Open
TKT-0021020,7521-YXVZY,2025-07-28,2025-07-30,Technical Support,Medium,Closed
TKT-0021021,0719-SYFRB,2025-08-23,2025-08-27,Technical Support,Medium,Closed
TKT-0021022,GEN-10242,2026-06-14,2026-06-26,New Service Request,Low,Closed
TKT-0021023,GEN-08684,2025-09-20,2025-09-30,Billing Inquiry,Medium,Closed
TKT-0021024,GEN-06877,2026-04-30,2026-05-04,Billing Inquiry,Low,Closed
TKT-0021025,9651-GTSAQ,2026-05-20,2026-05-30,Billing Inquiry,Low,Closed
TKT-0021026,8903-WMRNW,2026-02-09,2026-02-17,Service Interruption,High,Closed
TKT-0021027,GEN-12356,2026-02-08,2026-02-12,Service Interruption,Medium,Closed
TKT-0021028,GEN-07129,2025-08-08,2025-08-21,Technical Support,Medium,Closed
TKT-0021029,3511-APPBJ,2025-10-23,2025-11-02,New Service Request,Low,Closed
TKT-0021030,GEN-03717,2026-01-29,,Billing Inquiry,Medium,Open
TKT-0021031,9828-QHFBK,2026-02-17,2026-02-26,Billing Inquiry,Low,Closed
TKT-0021032,GEN-08127,2025-12-01,2025-12-03,Billing Inquiry,Medium,Closed
TKT-0021033,5044-LRQAQ,2025-12-28,2025-12-31,Billing Inquiry,Low,Closed
TKT-0021034,GEN-11887,2026-02-07,2026-02-11,Billing Inquiry,Low,Closed
TKT-0021035,GEN-08856,2025-08-13,2025-08-14,Technical Support,High,Closed
TKT-0021036,GEN-05704,2025-09-30,2025-10-02,Billing Inquiry,Medium,Closed
TKT-0021037,GEN-01208,2026-06-14,2026-06-16,Service Interruption,Medium,Closed
TKT-0021038,GEN-04983,2026-02-20,2026-03-01,New Service Request,Medium,Closed
TKT-0021039,6326-MTTXK,2025-09-30,,Technical Support,Medium,Open
TKT-0021040,5543-QDCRY,2026-04-15,2026-04-26,Service Interruption,Low,Closed
TKT-0021041,1360-JYXKQ,2026-05-18,2026-05-26,Technical Support,Low,Closed
TKT-0021042,GEN-01766,2025-10-04,,Service Interruption,Low,Open
TKT-0021043,0015-UOCOJ,2025-07-28,,Cancellation Request,Low,Pending Customer
TKT-0021044,1113-IUJYX,2025-10-22,2025-10-26,Service Interruption,Low,Closed
TKT-0021045,GEN-10324,2025-07-26,2025-08-05,Billing Inquiry,Low,Closed
TKT-0021046,GEN-09895,2025-10-01,2025-10-07,Billing Inquiry,Low,Closed
TKT-0021047,GEN-05820,2026-02-03,2026-02-12,Billing Inquiry,High,Closed
TKT-0021048,GEN-05035,2026-04-19,2026-04-28,Billing Inquiry,Low,Closed
TKT-0021049,GEN-12147,2025-08-13,,New Service Request,Low,Pending Customer
TKT-0021050,5183-KLYEM,2026-02-12,2026-02-24,Billing Inquiry,Medium,Closed
TKT-0021051,7570-WELNY,2025-09-05,,Technical Support,High,Open
TKT-0021052,GEN-10844,2026-04-09,,Service Interruption,Low,Open
TKT-0021053,GEN-00150,2026-01-17,2026-01-24,Cancellation Request,Low,Closed
TKT-0021054,1925-TIBLE,2026-05-06,2026-05-12,New Service Request,Low,Closed
TKT-0021055,GEN-11186,2026-06-26,2026-06-27,Cancellation Request,Low,Closed
TKT-0021056,GEN-04785,2025-12-15,2025-12-18,Billing Inquiry,Low,Closed
TKT-0021057,9701-CDXHR,2025-09-27,2025-09-30,Service Interruption,Low,Closed
TKT-0021058,GEN-08175,2026-04-20,2026-05-01,New Service Request,Medium,Closed
TKT-0021059,GEN-06016,2026-01-10,2026-01-11,Service Interruption,High,Closed
TKT-0021060,4123-FCVCB,2026-04-19,2026-04-24,Service Interruption,Medium,Closed
TKT-0021061,GEN-06534,2026-02-27,2026-03-04,Service Interruption,Medium,Closed
TKT-0021062,GEN-03088,2025-10-03,2025-10-08,Cancellation Request,Medium,Closed
TKT-0021063,GEN-05243,2026-05-04,2026-05-12,New Service Request,Low,Closed
TKT-0021064,GEN-07523,2026-04-09,2026-04-12,Technical Support,Medium,Closed
TKT-0021065,0410-IPFTY,2025-07-18,,Service Interruption,Medium,Open
TKT-0021066,GEN-07134,2025-08-27,2025-09-06,New Service Request,Medium,Closed
TKT-0021067,GEN-01097,2026-01-14,2026-01-20,Technical Support,Low,Closed
TKT-0021068,2931-SVLTV,2025-10-01,,Technical Support,Low,Pending Customer
TKT-0021069,GEN-03253,2026-03-08,2026-03-09,Billing Inquiry,High,Closed
TKT-0021070,GEN-04765,2026-02-09,2026-02-22,Billing Inquiry,Low,Closed
TKT-0021071,GEN-07735,2026-01-20,,Service Interruption,Low,Pending Customer
TKT-0021072,GEN-04404,2025-09-11,,Service Interruption,Low,Open
TKT-0021073,GEN-08519,2026-01-16,2026-01-18,Billing Inquiry,Medium,Closed
TKT-0021074,GEN-06268,2026-06-17,2026-06-18,Technical Support,Medium,Closed
TKT-0021075,GEN-10339,2026-01-04,,Technical Support,Medium,Open
TKT-0021076,5170-PTRKA,2025-07-07,2025-07-13,Service Interruption,High,Closed
TKT-0021077,GEN-08306,2025-12-22,2025-12-25,Service Interruption,Low,Closed
TKT-0021078,GEN-07530,2026-03-07,2026-03-19,New Service Request,Medium,Closed
TKT-0021079,GEN-03167,2025-10-27,,Cancellation Request,Medium,Pending Customer
TKT-0021080,3996-ZNWYK,2026-06-03,2026-06-08,Technical Support,High,Closed
TKT-0021081,GEN-05315,2025-07-31,2025-08-09,Billing Inquiry,Medium,Closed
TKT-0021082,GEN-03483,2026-02-05,2026-02-16,Billing Inquiry,High,Closed
TKT-0021083,GEN-00191,2025-09-10,2025-09-16,New Service Request,Low,Closed
TKT-0021084,GEN-08161,2025-08-23,,New Service Request,Medium,Open
TKT-0021085,8133-ANHHJ,2026-06-06,2026-06-09,Service Interruption,Medium,Closed
TKT-0021086,5893-PYOLZ,2025-10-01,2025-10-08,Billing Inquiry,High,Closed
TKT-0021087,GEN-01097,2025-10-04,2025-10-08,Service Interruption,High,Closed
TKT-0021088,GEN-00255,2025-08-14,2025-08-17,Service Interruption,Low,Closed
TKT-0021089,GEN-07677,2025-07-01,2025-07-13,Cancellation Request,Medium,Closed
TKT-0021090,GEN-10611,2026-04-23,,Service Interruption,Low,Open
TKT-0021091,3850-Okinf,2025-08-02,2025-08-03,NEW SERVICE REQUEST,HIGH,Closed
TKT-0021092,GEN-09432,2025-06-30,2025-07-08,Service Interruption,Low,Closed
TKT-0021093,7136-RVDTZ,2025-10-25,2025-11-04,Cancellation Request,Low,Closed
TKT-0021094,GEN-02912,2026-03-13,2026-03-23,New Service Request,High,Closed
TKT-0021095,9837-BMCLM,2026-03-19,2026-03-28,Cancellation Request,High,Closed
TKT-0021096,2520-SGTTA,2026-03-23,2026-03-23,Service Interruption,Medium,Closed
TKT-0021097,1813-JYWTO,2025-12-27,2026-01-06,Service Interruption,Low,Closed
TKT-0021098,GEN-12955,2025-09-23,,Service Interruption,Low,Open
 TKT-0021099 , GEN-09802 , 2025-08-05 , 2025-08-10 , Billing Inquiry , Low , Closed 
TKT-0021100,GEN-05734,2025-10-12,2025-10-16,Service Interruption,Low,Closed
TKT-0021101,3298-QEICA,2026-05-07,,New Service Request,Low,Pending Customer
TKT-0021102,GEN-07837,2025-10-22,2025-10-24,Billing Inquiry,Medium,Closed
TKT-0021103,GEN-05588,2026-05-26,2026-05-31,Billing Inquiry,Low,Closed
TKT-0021104,0471-LVHGK,2026-03-22,2026-03-23,Billing Inquiry,Medium,Closed
TKT-0021105,7435-ZNUYY,2026-04-27,2026-05-02,Service Interruption,Low,Closed
TKT-0021106,GEN-07768,2025-10-10,2025-10-20,Service Interruption,High,Closed
TKT-0021107,GEN-08778,2026-05-04,2026-05-07,Billing Inquiry,High,Closed
TKT-0021108,GEN-02621,2025-12-03,2025-12-05,Service Interruption,Low,Closed
TKT-0021109,GEN-12035,2026-01-05,2026-01-18,Technical Support,High,Closed
TKT-0021110,4548-SDBKE,2026-04-23,2026-04-24,Technical Support,Low,Closed
TKT-0021111,2988-PLAHS,2025-12-13,2025-12-24,Billing Inquiry,High,Closed
TKT-0021112,GEN-00837,2026-03-23,2026-03-28,Cancellation Request,Low,Closed
TKT-0021113,GEN-01618,2025-07-14,2025-07-25,Billing Inquiry,Low,Closed
TKT-0021114,5118-MUEYH,,,,High,Closed
TKT-0021115,GEN-03462,2026-06-25,2026-06-28,New Service Request,Low,Closed
TKT-0021116,7854-FOKSF,2025-10-09,2025-10-20,Service Interruption,Low,Closed
TKT-0021117,1840-BIUOG,2025-07-02,2025-07-07,New Service Request,Medium,Closed
TKT-0021118,1891-UAWWU,2025-07-01,,New Service Request,Low,Open
TKT-0021119,GEN-03689,2025-11-22,,Billing Inquiry,High,Pending Customer
TKT-0021120,6484-LATFU,2026-05-20,2026-05-31,Service Interruption,Low,Closed
TKT-0021121,5570-PTWEH,2026-06-04,2026-06-11,Service Interruption,High,Closed
TKT-0021122,GEN-06006,,,,Low,Closed
TKT-0021123,7957-RYHQD,2026-05-23,2026-05-24,New Service Request,High,Closed
TKT-0021124,5899-OUVKV,2025-08-14,,Technical Support,Low,Pending Customer
TKT-0021125,GEN-10696,2025-07-21,2025-07-25,Billing Inquiry,Low,Closed
TKT-0021126,GEN-10147,2026-02-01,2026-02-07,Billing Inquiry,Medium,Closed
TKT-0021127,GEN-08217,2025-10-21,2025-11-02,Service Interruption,High,Closed
TKT-0021128,GEN-01369,2026-04-10,2026-04-19,technical support,LOW,Closed
TKT-0021129,9847-HNVGP,2026-02-14,2026-02-24,New Service Request,High,Closed
TKT-0021130,GEN-12887,2026-06-20,,Technical Support,Medium,Open
TKT-0021131,GEN-02736,2026-03-28,,Technical Support,Low,Pending Customer
TKT-0021132,7639-OPLNG,2026-02-08,2026-02-19,New Service Request,Medium,Closed
TKT-0021133,6736-DHUQI,2026-01-10,2026-01-17,Service Interruption,High,Closed
TKT-0021134,GEN-12724,2026-05-27,2026-05-28,Billing Inquiry,Low,Closed
TKT-0021135,GEN-11681,2026-04-03,,Billing Inquiry,Low,Open
TKT-0021136,4139-SUGLD,2025-11-17,2025-11-22,Cancellation Request,Medium,Closed
TKT-0021137,4710-NKCAW,2026-02-09,,Service Interruption,Low,Pending Customer
TKT-0021138,GEN-10286,2025-07-06,2025-07-20,Technical Support,Low,Closed
TKT-0021139,GEN-11921,2025-09-16,,Technical Support,High,Open
TKT-0021140,0115-TFERT,2025-11-19,2025-11-21,Billing Inquiry,Low,Closed
TKT-0021141,1508-DFXCU,2025-10-25,2025-10-27,Service Interruption,Low,Closed
TKT-0021142,GEN-02300,2026-03-05,2026-03-09,Service Interruption,Low,Closed
TKT-0021143,GEN-06454,2025-07-15,2025-07-23,Billing Inquiry,Low,Closed
TKT-0021144,3572-UOLYZ,2025-12-21,2026-01-02,Service Interruption,Medium,Closed
TKT-0021145,GEN-09250,2026-05-30,2026-06-04,Technical Support,Low,Closed
TKT-0021146,9728-FTTVZ,2025-11-18,,Billing Inquiry,Low,Open
TKT-0021147,1452-VOQCH,2025-12-27,,Billing Inquiry,Low,Open
TKT-0021148,1093-YSWCA,2025-07-28,2025-08-05,Billing Inquiry,Medium,Closed
TKT-0021149,GEN-08288,2026-02-10,2026-02-11,Billing Inquiry,Medium,Closed
TKT-0021150,GEN-09813,2026-03-05,2026-03-18,Billing Inquiry,Medium,Closed
TKT-0021151,GEN-06228,2026-05-17,2026-05-20,Technical Support,Low,Closed
TKT-0021152,GEN-06230,2026-05-01,2026-05-08,Service Interruption,Medium,Closed
TKT-0021153,GEN-09180,2026-06-05,,Cancellation Request,Medium,Pending Customer
TKT-0021154,GEN-05010,2026-05-04,2026-05-17,Service Interruption,Medium,Closed
TKT-0021155,GEN-11698,2026-05-09,2026-05-16,Service Interruption,High,Closed
TKT-0021156,GEN-06958,2026-01-02,2026-01-15,Service Interruption,Low,Closed
TKT-0021157,7446-YPODE,2026-05-09,,Billing Inquiry,Low,Open
TKT-0021158,GEN-02766,2025-09-28,2025-10-01,Service Interruption,Low,Closed
TKT-0021159,2619-WFQWU,2025-09-13,,New Service Request,High,Open
TKT-0021160,2616-UUTFK,2026-05-18,2026-05-21,Service Interruption,Low,Closed
TKT-0021161,GEN-07860,2025-10-09,2025-10-12,Billing Inquiry,Low,Closed
TKT-0021162,1024-GUALD,2026-03-31,,New Service Request,High,Open
TKT-0021163,4931-TRZWN,2025-09-06,,Billing Inquiry,Medium,Pending Customer
TKT-0021164,6993-OHLXR,2026-02-20,,Service Interruption,Low,Pending Customer
TKT-0021165,GEN-07154,2025-09-12,2025-09-14,Cancellation Request,Low,Closed
TKT-0021166,GEN-09781,2026-02-27,2026-03-08,New Service Request,Medium,Closed
TKT-0021167,8024-XNAFQ,2025-11-30,,Service Interruption,Medium,Pending Customer
TKT-0021168,5940-NFXKV,2026-02-22,,Technical Support,Medium,Pending Customer
TKT-0021169,GEN-04039,2025-11-22,,Billing Inquiry,Medium,Pending Customer
TKT-0021170,GEN-06446,2026-02-25,2026-03-08,New Service Request,Low,Closed
TKT-0021171,GEN-11175,2026-05-04,,Cancellation Request,Low,Pending Customer
TKT-0021172,GEN-02370,2025-12-28,2026-01-04,Service Interruption,Low,Closed
TKT-0021173,GEN-04389,2025-08-03,2025-08-13,Billing Inquiry,High,Closed
TKT-0021174,GEN-02891,2025-08-19,2025-08-21,Billing Inquiry,Low,Closed
TKT-0021175,8885-QSQBX,2026-02-06,2026-02-14,Service Interruption,Medium,Closed
Tkt-0021176,Gen-07168,2025-09-21,NAN,TECHNICAL SUPPORT,High,Open
TKT-0021177,GEN-08308,2026-03-23,2026-04-05,Technical Support,Low,Closed
TKT-0021178,GEN-04551,2025-11-12,2025-11-14,Billing Inquiry,Low,Closed
TKT-0021179,GEN-08651,2025-07-12,2025-07-14,Service Interruption,Low,Closed
TKT-0021180,GEN-12791,2025-11-30,2025-12-11,Cancellation Request,Medium,Closed
TKT-0021181,GEN-05382,2026-01-28,2026-02-07,New Service Request,Low,Closed
TKT-0021182,2903-YYTBW,2025-07-02,2025-07-15,Technical Support,Medium,Closed
TKT-0021183,GEN-09938,2026-05-08,2026-05-14,Cancellation Request,Low,Closed
TKT-0021184,GEN-03701,2025-12-19,,Cancellation Request,High,Open
TKT-0021185,GEN-11196,2026-03-05,2026-03-13,Technical Support,Low,Closed
TKT-0021186,GEN-08758,2026-03-13,2026-03-19,Cancellation Request,Low,Closed
TKT-0021187,GEN-07795,2025-08-20,,Billing Inquiry,Low,Pending Customer
TKT-0021188,GEN-02326,2025-08-16,2025-08-18,Technical Support,High,Closed
TKT-0021189,GEN-02083,2025-07-04,2025-07-14,Service Interruption,Low,Closed
TKT-0021190,GEN-12561,2026-01-14,2026-01-15,Billing Inquiry,Low,Closed
TKT-0021191,GEN-08585,2026-06-18,2026-06-29,Billing Inquiry,High,Closed
TKT-0021192,GEN-06360,2026-03-04,2026-03-06,Cancellation Request,Medium,Closed
TKT-0021193,4759-TRPLW,2025-12-31,2026-01-02,Service Interruption,Low,Closed
TKT-0021194,GEN-02267,2026-03-25,2026-03-26,Service Interruption,Low,Closed
TKT-0021195,2770-NSVDG,2025-07-18,,Billing Inquiry,High,Open
TKT-0021196,GEN-10432,2025-10-05,2025-10-11,New Service Request,Low,Closed
TKT-0021197,0781-LKXBR,2025-11-30,2025-12-01,New Service Request,High,Closed
TKT-0021198,2589-AYCRP,2026-04-30,2026-05-01,Technical Support,Low,Closed
TKT-0021199,8854-CCVSQ,2025-09-09,2025-09-10,Cancellation Request,Medium,Closed
TKT-0021200,GEN-12951,2025-10-01,2025-10-04,Technical Support,Low,Closed
TKT-0021201,7018-WBJNK,2025-12-29,2026-01-02,Cancellation Request,Low,Closed
TKT-0021202,GEN-01608,2026-04-05,,Cancellation Request,High,Open
TKT-0021203,4032-RMHCI,2025-08-23,2025-08-31,Service Interruption,Low,Closed
TKT-0021204,GEN-01256,2026-01-09,2026-01-23,Technical Support,Low,Closed
TKT-0021205,4831-EOBFE,2025-09-05,,Billing Inquiry,Low,Pending Customer
TKT-0021206,9675-ICXCT,2025-09-25,2025-10-05,Billing Inquiry,Low,Closed
TKT-0021207,GEN-02240,2026-05-10,2026-05-12,Billing Inquiry,High,Closed
TKT-0021208,GEN-01383,,,,Medium,Pending Customer
TKT-0021209,GEN-11862,2026-03-23,2026-03-24,Technical Support,Low,Closed
TKT-0021210,2361-UPSND,2025-11-12,,Billing Inquiry,Low,Open
TKT-0021211,GEN-11538,2025-09-02,2025-09-04,Service Interruption,Low,Closed
 TKT-0021212 , GEN-06586 , 2025-08-09 , 2025-08-15 , Billing Inquiry , Medium , Closed 
TKT-0021213,7245-NIIWQ,2025-11-13,2025-11-23,Billing Inquiry,Low,Closed
TKT-0021214,GEN-06413,2026-02-01,,Service Interruption,Low,Open
TKT-0021215,2480-JZOSN,2026-01-12,2026-01-12,Billing Inquiry,Medium,Closed
TKT-0021216,GEN-02328,2026-03-01,2026-03-08,Technical Support,Medium,Closed
TKT-0021217,GEN-04028,2025-09-05,2025-09-05,Technical Support,Medium,Closed
TKT-0021218,0516-QREYC,2026-02-20,2026-02-26,Service Interruption,Low,Closed
TKT-0021219,4385-ZKVNW,2026-02-17,,Billing Inquiry,Low,Open
TKT-0021220,GEN-09680,2025-10-28,2025-11-01,Service Interruption,High,Closed
TKT-0021221,7927-AUXBZ,2026-05-08,2026-05-14,Billing Inquiry,Medium,Closed
TKT-0021222,9371-BITHB,2025-07-12,,New Service Request,Low,Open
TKT-0021223,GEN-02035,2026-05-15,2026-05-29,Billing Inquiry,Medium,Closed
TKT-0021224,3612-YVGSJ,2025-10-20,,Technical Support,Low,Open
TKT-0021225,1848-LBZHY,2025-07-21,2025-07-30,Billing Inquiry,Medium,Closed
TKT-0021226,GEN-11900,2026-01-15,2026-01-24,Technical Support,Low,Closed
TKT-0021227,4616-EWBNJ,2025-07-26,2025-08-07,Service Interruption,High,Closed
TKT-0021228,GEN-04281,2025-09-25,2025-09-28,Technical Support,Medium,Closed
TKT-0021229,6478-HRRCZ,2025-07-28,2025-07-30,Billing Inquiry,Medium,Closed
TKT-0021230,GEN-09599,2025-11-14,2025-11-18,Service Interruption,Low,Closed
TKT-0021231,GEN-03098,2025-12-08,2025-12-08,Technical Support,High,Closed
TKT-0021232,5515-RUGKN,2026-06-05,2026-06-11,Service Interruption,Low,Closed
TKT-0021233,0219-QAERP,2025-09-05,,Cancellation Request,Medium,Open
TKT-0021234,5419-CONWX,2026-03-10,,Billing Inquiry,Medium,Open
TKT-0021235,3995-WFCSM,2026-04-19,2026-04-26,Service Interruption,High,Closed
TKT-0021236,GEN-10871,2025-11-07,2025-11-18,New Service Request,Medium,Closed
TKT-0021237,9362-MWODR,2026-02-08,,New Service Request,Low,Pending Customer
TKT-0021238,GEN-02341,2025-12-25,2025-12-28,New Service Request,Medium,Closed
TKT-0021239,0219-YTZUE,2026-03-08,2026-03-12,Service Interruption,Low,Closed
TKT-0021240,5394-MEITZ,2025-11-06,2025-11-14,New Service Request,Medium,Closed
TKT-0021241,GEN-05900,2025-10-24,2025-11-04,Service Interruption,High,Closed
TKT-0021242,GEN-04186,2026-05-03,2026-05-15,Billing Inquiry,Medium,Closed
TKT-0021243,5624-RYAMH,2025-10-11,2025-10-14,Cancellation Request,Low,Closed
TKT-0021244,6481-LXPWL,2025-07-07,2025-07-09,Technical Support,Low,Closed
TKT-0021245,2903-YYTBW,2026-01-24,,Technical Support,Medium,Pending Customer
TKT-0021246,GEN-06211,2025-10-14,2025-10-20,Technical Support,Low,Closed
TKT-0021247,6502-MJQAE,2026-03-10,2026-03-24,Cancellation Request,Low,Closed
TKT-0021248,GEN-11091,2025-06-30,2025-07-06,Technical Support,Medium,Closed
TKT-0021249,7175-NTIXE,2025-12-20,,Billing Inquiry,Medium,Open
TKT-0021250,GEN-09537,2025-12-01,2025-12-03,Technical Support,Low,Closed
